#HQF Attribute Mapping Table,,,,,,,,,,
#Affecting Attribute,Affecting Type,Affecting ID,Affected Attribute,Affected Type,Affected ID,Stack Nerf,Per Level,Calc Type,State,Description
# SKILL ATTRIBUTE MAPPING,,,,,,,,,,
# DRONES,,,,,,,,,,
293,1,21071,51,2,1245,0,1,0,0,Rapid Launch - Rapid Heavy
293,1,21071,51,2,524,0,1,0,0,Rapid Launch - Citadel Torp
293,1,21071,51,2,1674,0,1,0,0,Rapid Launch - Citadel Cruise 
293,1,21071,51,2,506,0,1,0,0,Rapid Launch - Cruise
293,1,21071,51,2,510,0,1,0,0,Rapid Launch - Heavy
293,1,21071,51,2,771,0,1,0,0,Rapid Launch - Heavy Assault
293,1,21071,51,2,507,0,1,0,0,Rapid Launch - Rocket
293,1,21071,51,2,508,0,1,0,0,Rapid Launch - Torpedo
293,1,21071,51,2,1673,0,1,0,0,Rapid Launch - Rapid Torpedo
293,1,21071,51,2,509,0,1,0,0,Rapid Launch - Light
293,1,20209,51,5,20209,0,1,0,0,Rocket Specialization
292,1,3320,114,2,387;648,0,1,0,0,Rockets - EM
292,1,3320,116,2,387;648,0,1,0,0,Rockets - Explosive
292,1,3320,117,2,387;648,0,1,0,0,Rockets - Kinetic
292,1,3320,118,2,387;648,0,1,0,0,Rockets - Thermal
293,1,20210,51,5,20210,0,1,0,0,Light Missile Specialization
292,1,3321,114,2,384;653;394,0,1,0,0,Light Missiles - EM
292,1,3321,116,2,384;653;394,0,1,0,0,Light Missiles - Explosive
292,1,3321,117,2,384;653;394,0,1,0,0,Light Missiles - Kinetic
292,1,3321,118,2,384;653;394,0,1,0,0,Light Missiles - Thermal
847,1,20314,653,2,654,0,1,0,0,Target Navigation Prediction - T2 Heavy Assault
847,1,20314,653,2,656,0,1,0,0,Target Navigation Prediction - T2 Cruise
847,1,20314,653,2,655,0,1,0,0,Target Navigation Prediction - T2 Heavy
847,1,20314,653,2,653,0,1,0,0,Target Navigation Prediction - T2 Light
847,1,20314,653,2,648,0,1,0,0,Target Navigation Prediction - T2 Rocket
847,1,20314,653,2,657,0,1,0,0,Target Navigation Prediction - T2 Torpedo
847,1,20314,653,2,772,0,1,0,0,Target Navigation Prediction - Heavy Assault
847,1,20314,653,2,386,0,1,0,0,Target Navigation Prediction - Cruise
847,1,20314,653,2,385,0,1,0,0,Target Navigation Prediction - Heavy
847,1,20314,653,2,384,0,1,0,0,Target Navigation Prediction - Light
847,1,20314,653,2,387,0,1,0,0,Target Navigation Prediction - Rocket
847,1,20314,653,2,89,0,1,0,0,Target Navigation Prediction - Torpedo
847,1,20314,653,2,476;1677,0,1,0,0,Target Navigation Prediction - Citadel Torpedo
847,1,20314,653,2,1019;1678,0,1,0,0,Target Navigation Prediction - Citadel Cruise
847,1,20314,653,2,394;395;396,0,1,0,0,Target Navigation Prediction - FoF
293,1,20213,51,5,20213,0,1,0,0,Torpedo Specialization
293,1,41409,51,5,41409,0,1,0,0,XL Torpedo Specialization
292,1,3325,114,2,89;657,0,1,0,0,Torpedoes - EM
292,1,3325,116,2,89;657,0,1,0,0,Torpedoes - Explosive
292,1,3325,117,2,89;657,0,1,0,0,Torpedoes - Kinetic
292,1,3325,118,2,89;657,0,1,0,0,Torpedoes - Thermal
292,1,20315,114,2,654,0,1,0,0,Warhead Upgrades - T2 Heavy Assault - EM
292,1,20315,116,2,654,0,1,0,0,Warhead Upgrades - T2 Heavy Assault - Explosive
292,1,20315,117,2,654,0,1,0,0,Warhead Upgrades - T2 Heavy Assault - Kinetic
292,1,20315,118,2,654,0,1,0,0,Warhead Upgrades - T2 Heavy Assault - Thermal
292,1,20315,114,2,656,0,1,0,0,Warhead Upgrades - T2 Cruise - EM
292,1,20315,116,2,656,0,1,0,0,Warhead Upgrades - T2 Cruise - Explosive
292,1,20315,117,2,656,0,1,0,0,Warhead Upgrades - T2 Cruise - Kinetic
292,1,20315,118,2,656,0,1,0,0,Warhead Upgrades - T2 Cruise - Thermal
292,1,20315,114,2,655,0,1,0,0,Warhead Upgrades - T2 Heavy - EM
292,1,20315,116,2,655,0,1,0,0,Warhead Upgrades - T2 Heavy - Explosive
292,1,20315,117,2,655,0,1,0,0,Warhead Upgrades - T2 Heavy - Kinetic
292,1,20315,118,2,655,0,1,0,0,Warhead Upgrades - T2 Heavy - Thermal
292,1,20315,114,2,653,0,1,0,0,Warhead Upgrades - T2 Light - EM
292,1,20315,116,2,653,0,1,0,0,Warhead Upgrades - T2 Light - Explosive
292,1,20315,117,2,653,0,1,0,0,Warhead Upgrades - T2 Light - Kinetic
292,1,20315,118,2,653,0,1,0,0,Warhead Upgrades - T2 Light - Thermal
292,1,20315,114,2,648,0,1,0,0,Warhead Upgrades - T2 Rocket - EM
292,1,20315,116,2,648,0,1,0,0,Warhead Upgrades - T2 Rocket - Explosive
292,1,20315,117,2,648,0,1,0,0,Warhead Upgrades - T2 Rocket - Kinetic
292,1,20315,118,2,648,0,1,0,0,Warhead Upgrades - T2 Rocket - Thermal
292,1,20315,114,2,657,0,1,0,0,Warhead Upgrades - T2 Torpedo - EM
292,1,20315,116,2,657,0,1,0,0,Warhead Upgrades - T2 Torpedo - Explosive
292,1,20315,117,2,657,0,1,0,0,Warhead Upgrades - T2 Torpedo - Kinetic
292,1,20315,118,2,657,0,1,0,0,Warhead Upgrades - T2 Torpedo - Thermal
292,1,20315,114,2,772,0,1,0,0,Warhead Upgrades - Heavy Assault - EM
292,1,20315,116,2,772,0,1,0,0,Warhead Upgrades - Heavy Assault - Explosive
292,1,20315,117,2,772,0,1,0,0,Warhead Upgrades - Heavy Assault - Kinetic
292,1,20315,118,2,772,0,1,0,0,Warhead Upgrades - Heavy Assault - Thermal
292,1,20315,114,2,386,0,1,0,0,Warhead Upgrades - Cruise - EM
292,1,20315,116,2,386,0,1,0,0,Warhead Upgrades - Cruise - Explosive
292,1,20315,117,2,386,0,1,0,0,Warhead Upgrades - Cruise - Kinetic
292,1,20315,118,2,386,0,1,0,0,Warhead Upgrades - Cruise - Thermal
292,1,20315,114,2,385,0,1,0,0,Warhead Upgrades - Heavy - EM
292,1,20315,116,2,385,0,1,0,0,Warhead Upgrades - Heavy - Explosive
292,1,20315,117,2,385,0,1,0,0,Warhead Upgrades - Heavy - Kinetic
292,1,20315,118,2,385,0,1,0,0,Warhead Upgrades - Heavy - Thermal
292,1,20315,114,2,384,0,1,0,0,Warhead Upgrades - Light - EM
292,1,20315,116,2,384,0,1,0,0,Warhead Upgrades - Light - Explosive
292,1,20315,117,2,384,0,1,0,0,Warhead Upgrades - Light - Kinetic
292,1,20315,118,2,384,0,1,0,0,Warhead Upgrades - Light - Thermal
292,1,20315,114,2,387,0,1,0,0,Warhead Upgrades - Rocket - EM
292,1,20315,116,2,387,0,1,0,0,Warhead Upgrades - Rocket - Explosive
292,1,20315,117,2,387,0,1,0,0,Warhead Upgrades - Rocket - Kinetic
292,1,20315,118,2,387,0,1,0,0,Warhead Upgrades - Rocket - Thermal
292,1,20315,114,2,89,0,1,0,0,Warhead Upgrades - Torpedo - EM
292,1,20315,116,2,89,0,1,0,0,Warhead Upgrades - Torpedo - Explosive
292,1,20315,117,2,89,0,1,0,0,Warhead Upgrades - Torpedo - Kinetic
292,1,20315,118,2,89,0,1,0,0,Warhead Upgrades - Torpedo - Thermal
292,1,20315,114,2,476;1677,0,1,0,0,Warhead Upgrades - Citadel Torpedo - EM
292,1,20315,116,2,476;1677,0,1,0,0,Warhead Upgrades - Citadel Torpedo - Explosive
292,1,20315,117,2,476;1677,0,1,0,0,Warhead Upgrades - Citadel Torpedo - Kinetic
292,1,20315,118,2,476;1677,0,1,0,0,Warhead Upgrades - Citadel Torpedo - Thermal
292,1,20315,114,2,1019;1678,0,1,0,0,Warhead Upgrades - Citadel Cruise - EM
292,1,20315,116,2,1019;1678,0,1,0,0,Warhead Upgrades - Citadel Cruise - Explosive
292,1,20315,117,2,1019;1678,0,1,0,0,Warhead Upgrades - Citadel Cruise - Kinetic
292,1,20315,118,2,1019;1678,0,1,0,0,Warhead Upgrades - Citadel Cruise - Thermal
292,1,20315,114,2,88;1158,0,1,0,0,Warhead Upgrades - Defender - EM
292,1,20315,116,2,88;1158,0,1,0,0,Warhead Upgrades - Defender - Explosive
292,1,20315,117,2,88;1158,0,1,0,0,Warhead Upgrades - Defender - Kinetic
292,1,20315,118,2,88;1158,0,1,0,0,Warhead Upgrades - Defender - Thermal
292,1,20315,114,2,396,0,1,0,0,Warhead Upgrades - FoF Cruise - EM
292,1,20315,116,2,396,0,1,0,0,Warhead Upgrades - FoF Cruise - Explosive
292,1,20315,117,2,396,0,1,0,0,Warhead Upgrades - FoF Cruise - Kinetic
292,1,20315,118,2,396,0,1,0,0,Warhead Upgrades - FoF Cruise - Thermal
292,1,20315,114,2,395,0,1,0,0,Warhead Upgrades - FoF Heavy - EM
292,1,20315,116,2,395,0,1,0,0,Warhead Upgrades - FoF Heavy - Explosive
292,1,20315,117,2,395,0,1,0,0,Warhead Upgrades - FoF Heavy - Kinetic
292,1,20315,118,2,395,0,1,0,0,Warhead Upgrades - FoF Heavy - Thermal
292,1,20315,114,2,394,0,1,0,0,Warhead Upgrades - FoF Light - EM
292,1,20315,116,2,394,0,1,0,0,Warhead Upgrades - FoF Light - Explosive
292,1,20315,117,2,394,0,1,0,0,Warhead Upgrades - FoF Light - Kinetic
292,1,20315,118,2,394,0,1,0,0,Warhead Upgrades - FoF Light - Thermal
# NAVIGATION,,,,,,,,,,
318,1,3452,20,2,46,0,1,0,0,Acceleration Control - AB/MWD
317,1,3450,6,4,542,0,1,0,0,Afterburner - Cap Usage
66,1,3450,73,4,542,0,1,0,0,Afterburner - Duration
151,1,3453,70,3,6,0,1,0,0,Evasive Maneuvering
317,1,3451,6,4,542,0,1,0,0,Fuel Conservation
216,1,3454,6,4,131,0,1,0,0,High Speed Maneuvering
870,1,21611,867,2,30;485;547;659;883;898;902,0,1,0,0,Jump Drive Calibration
899,1,3456,898,2,30;485;547;659;883;898;902,0,1,0,0,Jump Drive Operation
1296,1,21610,868,2,30;485;547;659;883;898;902,0,1,0,0,Jump Fuel Conservation
66,1,4385,73,2,1189,0,1,0,0,Micro Jump Drive Operation
315,1,3449,37,3,6,0,1,0,0,Navigation
319,1,3455,153,3,6,0,1,0,0,Warp Drive Operation
# SCIENCE,,,,,,,,,,
1772,1,13278,902,1,22177;30832,0,1,11,0,Archaeology - Access Chance
1915,1,13278,1909,1,22177;30832,0,1,1,0,Archaeology - Virus Coherence
434,1,3410,77,4,1039,0,1,0,0,Astrogeology - Mining Laser
434,1,3410,77,4,1040,0,1,0,0,Astrogeology - Strip Miner
66,1,25811,73,2,481,0,1,0,0,Astrometric Acquisition - Scan Time
1156,1,25810,1372,2,479,0,1,0,0,Astrometric Pinpointing - Scan Deviation
846,1,25739,1371,2,479,0,1,0,0,Astrometric Rangefinding - Scan Strength
66,1,3412,73,2,481,0,1,0,0,Astrometrics - Scan Time
1156,1,3412,1372,2,479,0,1,0,0,Astrometrics - Scan Deviation
846,1,3412,1371,2,479,0,1,0,0,Astrometrics - Scan Strength
66,1,3405,330,2,303,0,1,0,0,Biology
#,1,24606,,,,0,1,0,0,Cloning Facility Operation
292,1,24563,118,2,588,0,1,0,0,Doomsday Operation - Thermal
292,1,24563,116,2,588,0,1,0,0,Doomsday Operation - Explosive
292,1,24563,114,2,588,0,1,0,0,Doomsday Operation - EM
292,1,24563,117,2,588,0,1,0,0,Doomsday Operation - Kinetic
1772,1,21718,902,1,22175;30834;3581,0,1,11,0,Hacking - Access Chance
1915,1,21718,1909,1,22175;30834;3581,0,1,1,0,Hacking - Virus Coherence
885,1,24562,714,2,590,0,1,0,0,Jump Portal Generation
1126,1,25538,616,2,303,0,1,0,0,Nanite Control - Shield Boost Penalty
1126,1,25538,1141,2,303,0,1,0,0,Nanite Control - Armor HP Penalty
1126,1,25538,1142,2,303,0,1,0,0,Nanite Control - Armor Repair Amount Penalty
1126,1,25538,1143,2,303,0,1,0,0,Nanite Control - Shield Cap Penalty
1126,1,25538,1144,2,303,0,1,0,0,Nanite Control - Turret Optimal Range Penalty
1126,1,25538,1145,2,303,0,1,0,0,Nanite Control - Turret Tracking Penalty
1126,1,25538,1146,2,303,0,1,0,0,Nanite Control - Turret Falloff Penalty
1126,1,25538,1147,2,303,0,1,0,0,Nanite Control - Explosion Velocity Penalty
1126,1,25538,1148,2,303,0,1,0,0,Nanite Control - Missile Velocity Penalty
1126,1,25538,1149,2,303,0,1,0,0,Nanite Control - Explosion Radius Penalty
1126,1,25538,1150,2,303,0,1,0,0,Nanite Control - Capacitor Cap Penalty
1126,1,25538,1151,2,303,0,1,0,0,Nanite Control - Velocity Penalty
1125,1,25530,1089,2,303,0,1,0,0,Neurotoxin Recovery
1125,1,25530,1090,2,303,0,1,0,0,Neurotoxin Recovery
1125,1,25530,1091,2,303,0,1,0,0,Neurotoxin Recovery
1125,1,25530,1092,2,303,0,1,0,0,Neurotoxin Recovery
1125,1,25530,1093,2,303,0,1,0,0,Neurotoxin Recovery
1229,1,28164,1211,7,1211,0,1,0,0,Thermodynamics
# SPACESHIP COMMAND,,,,,,,,,,
151,1,20342,70,5,20342,0,1,0,0,Advanced Spaceship Command
151,1,20342,70,5,20533,0,1,0,0,Advanced Spaceship Command
#,1,3339,0,0,0,0,1,0,0,Amarr Battleship
#,1,24311,0,0,0,0,1,0,0,Amarr Carrier
#,1,3335,0,0,0,0,1,0,0,Amarr Cruiser
#,1,20525,0,0,0,0,1,0,0,Amarr Dreadnought
#,1,20524,0,0,0,0,1,0,0,Amarr Freighter
#,1,3331,0,0,0,0,1,0,0,Amarr Frigate
#,1,3343,0,0,0,0,1,0,0,Amarr Industrial
#,1,3347,0,0,0,0,1,0,0,Amarr Titan
#,1,12095,0,0,0,0,1,0,0,Assault Ships
#,1,12099,0,0,0,0,1,0,0,Battlecruisers
#,1,28656,0,0,0,0,1,0,0,Black Ops
#,1,3338,0,0,0,0,1,0,0,Caldari Battleship
#,1,24312,0,0,0,0,1,0,0,Caldari Carrier
#,1,3334,0,0,0,0,1,0,0,Caldari Cruiser
#,1,20530,0,0,0,0,1,0,0,Caldari Dreadnought
#,1,20526,0,0,0,0,1,0,0,Caldari Freighter
#,1,3330,0,0,0,0,1,0,0,Caldari Frigate
#,1,3342,0,0,0,0,1,0,0,Caldari Industrial
#,1,3346,0,0,0,0,1,0,0,Caldari Titan
#,1,28374,0,0,0,0,1,0,0,Capital Industrial Ships
151,1,20533,70,2,547,0,1,0,0,Capital Ships
#,1,23950,0,0,0,0,1,0,0,Command Ships
#,1,12093,0,0,0,0,1,0,0,Covert Ops
#,1,12097,0,0,0,0,1,0,0,Destroyers
#,1,28615,0,0,0,0,1,0,0,Electronic Attack Ships
#,1,22551,0,0,0,0,1,0,0,Exhumers
#,1,3336,0,0,0,0,1,0,0,Gallente Battleship
#,1,24313,0,0,0,0,1,0,0,Gallente Carrier
#,1,3332,0,0,0,0,1,0,0,Gallente Cruiser
#,1,20531,0,0,0,0,1,0,0,Gallente Dreadnought
#,1,20527,0,0,0,0,1,0,0,Gallente Freighter
#,1,3328,0,0,0,0,1,0,0,Gallente Frigate
#,1,3340,0,0,0,0,1,0,0,Gallente Industrial
#,1,3344,0,0,0,0,1,0,0,Gallente Titan
#,1,16591,0,0,0,0,1,0,0,Heavy Assault Ships
#,1,28609,0,0,0,0,1,0,0,Heavy Interdictors
#,1,12092,0,0,0,0,1,0,0,Interceptors
#,1,12098,0,0,0,0,1,0,0,Interdictors
#,1,29029,0,0,0,0,1,0,0,Jump Freighters
#,1,12096,0,0,0,0,1,0,0,Logistics
#,1,28667,0,0,0,0,1,0,0,Marauders
#,1,17940,0,0,0,0,1,0,0,Mining Barge
#,1,3337,0,0,0,0,1,0,0,Minmatar Battleship
#,1,24314,0,0,0,0,1,0,0,Minmatar Carrier
#,1,3333,0,0,0,0,1,0,0,Minmatar Cruiser
#,1,20532,0,0,0,0,1,0,0,Minmatar Dreadnought
#,1,20528,0,0,0,0,1,0,0,Minmatar Freighter
#,1,3329,0,0,0,0,1,0,0,Minmatar Frigate
#,1,3341,0,0,0,0,1,0,0,Minmatar Industrial
#,1,3345,0,0,0,0,1,0,0,Minmatar Titan
#,1,22761,0,0,0,0,1,0,0,Recon Ship
151,1,3327,70,3,6,0,1,0,0,Spaceship Command
#,1,19719,0,0,0,0,1,0,0,Transport Ships
# OVERLOADING ATTRIBUTE MAPPING,,,,,,,,,,
# ARMOR,,,,,,,,,,
1230,2,1199,84,6,0,0,0,0,8,Ancillary Armor Rep Amount
1206,2,1199,73,6,0,0,0,0,8,Ancillary Armor Rep Duration
1208,2,328;1699,984,6,0,0,0,0,8,Armor Hardener - EM
1208,2,328;1699,985,6,0,0,0,0,8,Armor Hardener - Exp
1208,2,328;1699,986,6,0,0,0,0,8,Armor Hardener - Kin
1208,2,328;1699,987,6,0,0,0,0,8,Armor Hardener - Therm
1230,2,62,84,6,0,0,0,0,8,Armor Rep Amount
1206,2,62,73,6,0,0,0,0,8,Armor Rep Duration
1206,2,325,73,6,0,0,0,0,8,Remote Armor Rep Duration
# SHIELD,,,,,,,,,,
1231,2,1156,68,6,0,0,0,0,8,Ancillary Shield Booster Boost Amount
1206,2,1156,73,6,0,0,0,0,8,Ancillary Shield Booster Duration
1231,2,40,68,6,0,0,0,0,8,Shield Booster Boost Amount
1206,2,40,73,6,0,0,0,0,8,Shield Booster Duration
1208,2,77;1700,984,6,0,0,0,0,8,Shield Hardener - EM
1208,2,77;1700,985,6,0,0,0,0,8,Shield Hardener - Exp
1208,2,77;1700,986,6,0,0,0,0,8,Shield Hardener - Kin
1208,2,77;1700,987,6,0,0,0,0,8,Shield Hardener - Therm
1206,2,41,73,6,0,0,0,0,8,Shield Transporter Duration
# EWAR,,,,,,,,,,
1226,2,202,1027,6,0,0,0,0,8,ECCM Strength - Grav
1226,2,202,1028,6,0,0,0,0,8,ECCM Strength - Ladar
1226,2,202,1029,6,0,0,0,0,8,ECCM Strength - Mag
1226,2,202,1030,6,0,0,0,0,8,ECCM Strength - Radar
1225,2,80,238,6,0,0,0,0,8,ECM Burst Strength - Grav
1225,2,80,239,6,0,0,0,0,8,ECM Burst Strength - Ladar
1225,2,80,240,6,0,0,0,0,8,ECM Burst Strength - Mag
1225,2,80,241,6,0,0,0,0,8,ECM Burst Strength - Radar
1225,2,201,238,6,0,0,0,0,8,ECM Strength - Grav
1225,2,201,239,6,0,0,0,0,8,ECM Strength - Ladar
1225,2,201,240,6,0,0,0,0,8,ECM Strength - Mag
1225,2,201,241,6,0,0,0,0,8,ECM Strength - Radar
1206,2,71,73,6,0,0,0,0,8,Energy Neut Duration
1206,2,68,73,6,0,0,0,0,8,Energy Vampire Duration
1226,2,289,1027,6,0,0,0,0,8,Remote ECCM Strength - Grav
1226,2,289,1028,6,0,0,0,0,8,Remote ECCM Strength - Ladar
1226,2,289,1029,6,0,0,0,0,8,Remote ECCM Strength - Mag
1226,2,289,1030,6,0,0,0,0,8,Remote ECCM Strength - Radar
1936,2,208,309,6,0,0,0,0,8,Remote Sensor Damp - Max Targeting Range
1936,2,208,566,6,0,0,0,0,8,Remote Sensor Damp - Scan Resolution
1222,2,65,54,6,0,0,0,0,8,Stasis Web Range
1937,2,379,554,6,0,0,0,0,8,Target Painter Strength
1935,2,291,349,6,0,0,0,0,8,Tracking Disruptor - Falloff
1935,2,291,351,6,0,0,0,0,8,Tracking Disruptor - Optimal Range
1935,2,291,767,6,0,0,0,0,8,Tracking Disruptor - Tracking Speed
1935,2,291,547,6,0,0,0,0,8,Guidance Disruptor - Missile velocity
1935,2,291,596,6,0,0,0,0,8,Guidance Disruptor - Missile flight time
1935,2,291,847,6,0,0,0,0,8,Guidance Disruptor - Missile Explosion velocity
1935,2,291,848,6,0,0,0,0,8,Guidance Disruptor - Missile Explosion radius
1222,2,52,54,6,0,0,0,0,8,Warp Scrambler Range
# WEAPONS,,,,,,,,,,
1205,2,524,51,6,0,0,0,0,8,Citadel Launcher ROF
1205,2,1674,51,6,0,0,0,0,8,Cruise Launcher ROF
1205,2,53,10011,6,0,0,0,0,8,Energy Weapon ROF
1210,2,53,10014,6,0,0,0,0,8,Energy Weapon Damage
1205,2,510,51,6,0,0,0,0,8,Heavy Launcher ROF
1205,2,771,51,6,0,0,0,0,8,Heavy Assault Launcher ROF
1205,2,74,10012,6,0,0,0,0,8,Hybrid Weapon ROF
1210,2,74,10015,6,0,0,0,0,8,Hybrid Weapon Damage
1205,2,509,51,6,0,0,0,0,8,Light Launcher ROF
1205,2,55,10013,6,0,0,0,0,8,Projectile Weapon ROF
1210,2,55,10016,6,0,0,0,0,8,Projectile Weapon Damage
1205,2,511,51,6,0,0,0,0,8,Rapid Light Launcher ROF
1205,2,1245,51,6,0,0,0,0,8,Rapid Heavy Launcher ROF
1205,2,507,51,6,0,0,0,0,8,Rocket Launcher ROF
1206,2,72,73,6,0,0,0,0,8,Smartbomb ROF
1205,2,508,51,6,0,0,0,0,8,Torpedo Launcher ROF
1205,2,1673,51,6,0,0,0,0,8,Rapid Torpedo Launcher ROF
# Polarized weapons
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,271,3,6,0,0,15,14,shieldEmDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,272,3,6,0,0,15,14,shieldExplosiveDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,273,3,6,0,0,15,14,shieldKineticDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,274,3,6,0,0,15,14,shieldThermalDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,267,3,6,0,0,15,14,armorEmDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,268,3,6,0,0,15,14,armorExplosiveDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,269,3,6,0,0,15,14,armorKineticDamageResonance 
1978,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,270,3,6,0,0,15,14,armorThermalDamageResonance 
1979,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,113,3,6,0,0,16,14,hullEmDamageResonance
1979,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,111,3,6,0,0,16,14,hullExplosiveDamageResonance
1979,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,109,3,6,0,0,16,14,hullKineticDamageResonance
1979,1,34284;34286;34288;34292;34280;34274;34278;34276;34282;34290;34272;34294,110,3,6,0,0,16,14,hullThermalDamageResonance
# MISC (Overload,...) ,,,,,,,,,,
1223,2,46,20,6,0,0,0,0,8,AB/MWD Speed
1206,2,76,73,6,0,0,0,0,8,Cap Booster Duration
1206,2,67,73,6,0,0,0,0,8,Energy Transfer Duration
1206,2,63,73,6,0,0,0,0,8,Hull Rep Duration
1205,2,589,51,6,0,0,0,0,8,Interdiction Sphere Launcher ROF
1935,2,646,349,6,0,0,0,0,8,Omni Tracking Link - Falloff
1935,2,646,351,6,0,0,0,0,8,Omni Tracking Link - Optimal Range
1935,2,646,767,6,0,0,0,0,8,Omni Tracking Link - Tracking Speed
1936,2,290,309,6,0,0,0,0,8,Remote Sensor Booster - Max Targeting Range
1936,2,290,566,6,0,0,0,0,8,Remote Sensor Booster - Scan Resolution
1936,2,290,1027,6,0,0,0,0,8,Remote Sensor Booster - Grav Strength
1936,2,290,1028,6,0,0,0,0,8,Remote Sensor Booster - Ladar Strength
1936,2,290,1029,6,0,0,0,0,8,Remote Sensor Booster - Mag Strength
1936,2,290,1030,6,0,0,0,0,8,Remote Sensor Booster - Radar Strength
1935,2,209,349,6,0,0,0,0,8,Remote Tracking Computer - Falloff
1935,2,209,351,6,0,0,0,0,8,Remote Tracking Computer - Optimal Range
1935,2,209,767,6,0,0,0,0,8,Remote Tracking Computer - Tracking Speed
1936,2,212,309,6,0,0,0,0,8,Sensor Booster - Max Targeting Range
1936,2,212,566,6,0,0,0,0,8,Sensor Booster - Scan Resolution
1936,2,212,1027,6,0,0,0,0,8,Sensor Booster - Grav Strength
1936,2,212,1028,6,0,0,0,0,8,Sensor Booster - Ladar Strength
1936,2,212,1029,6,0,0,0,0,8,Sensor Booster - Mag Strength
1936,2,212,1030,6,0,0,0,0,8,Sensor Booster - Radar Strength
1181,2,1154,73,6,0,0,0,0,8,Target Spectrum Breaker Duration
1935,2,213,349,6,0,0,0,0,8,Tracking Computer - Falloff
1935,2,213,351,6,0,0,0,0,8,Tracking Computer - Optimal Range
1935,2,213,767,6,0,0,0,0,8,Tracking Computer - Tracking Speed
1935,2,1396,848,6,0,0,0,0,8,Missile Guidance Computer - Explosion Radius
1935,2,1396,847,6,0,0,0,0,8,Missile Guidance Computer - Explosion Velocity
1935,2,1396,547,6,0,0,0,0,8,Missile Guidance Computer - Missile Velocity
1935,2,1396,596,6,0,0,0,0,8,Missile Guidance Computer - Missile Flight Time
1206,2,899,73,6,0,0,0,0,8,Warp Disruption Field Generator - Cycle Time
# MODULE ATTRIBUTE MAPPING,,,,,,,,,,
# FITTING,,,,,,,,,,
50,0,0,49,3,6,0,0,1,14,CPU -> CPU_Used
30,0,0,15,3,6,0,0,1,14,PG -> PG_Used
1153,0,0,1152,3,6,0,0,1,14,Cal -> Cal_Used
10032,0,0,10049,0,6,0,0,6,28,Cap rate (+ve)
10032,0,0,10050,0,6,0,0,7,28,Cap rate (+ve)
# AMMUNITION & CHARGES,,,,,,,,,,
# CAP BOOSTER,,,,,,,,,,
67,2,87,6,6,0,0,0,14,15,Cap Booster Charges
# T1 AMMO,,,,,,,,,,
120,2,86,54,6,0,0,0,0,15,Freq Crystals - Optimal Range
317,2,86,6,6,0,0,0,0,15,Freq Crystals - Activation Cost
120,2,85,54,6,0,0,0,0,15,Hybrid Ammo - Optimal Range
317,2,85,6,6,0,0,0,0,15,Hybrid Ammo - Activation Cost
120,2,83,54,6,0,0,0,0,15,Projectile Ammo - Optimal Range
317,2,83,6,6,0,0,0,0,15,Projectile Ammo - Activation Cost
244,2,83,160,6,0,0,0,5,15,Projectile Ammo - Tracking Bonus
# T2 Frequency Crystals,,,,,,,,,,
120,2,374,54,6,0,0,0,0,15,T2 Beam - Optimal Range
317,2,374,6,6,0,0,0,0,15,T2 Beam - Activation Cost
144,2,374,55,3,6,0,0,0,15,T2 Beam - Capacitor Recharge Rate
244,2,374,160,6,0,0,0,5,15,T2 Beam - Tracking Speed
306,2,374,37,3,6,0,0,0,15,T2 Beam - Max Velocity
517,2,374,158,6,0,0,0,5,15,T2 Beam - Falloff Modifier
146,2,374,263,3,6,0,0,0,15,T2 Beam - Shield HP
652,2,374,552,3,6,0,0,0,15,T2 Beam - Signature Radius
120,2,375,54,6,0,0,0,0,15,T2 Pulse - Optimal Range
317,2,375,6,6,0,0,0,0,15,T2 Pulse - Activation Cost
144,2,375,55,3,6,0,0,0,15,T2 Pulse - Capacitor Recharge Rate
244,2,375,160,6,0,0,0,5,15,T2 Pulse - Tracking Speed
306,2,375,37,3,6,0,0,0,15,T2 Pulse - Max Velocity
517,2,375,158,6,0,0,0,5,15,T2 Pulse - Falloff Modifier
146,2,375,263,3,6,0,0,0,15,T2 Pulse - Shield HP
652,2,375,552,3,6,0,0,0,15,T2 Pulse - Signature Radius
# T2 Hybrid Ammo,,,,,,,,,,
120,2,377,54,6,0,0,0,0,15,T2 Blaster - Optimal Range
317,2,377,6,6,0,0,0,0,15,T2 Blaster - Activation Cost
